title_x,title_KO,title_ORG,type_x,genres_x,genres_KO,releaseYear_x,length,ratings,production_countries,imdbAverageRating_x,imdbNumVotes_x,isAvaliableInDifferentPlatform,platforms,director,best_rank,top10_period,top100_period,top1000_period,title_y,type_y,genres_y,releaseYear_y,imdbId,imdbAverageRating_y,imdbNumVotes_y,availableCountries
rego-mubi-2,레고 무비 2,The Lego Movie 2: The Second Part,movie,"Comedy, Sci-Fi, Anime, Action, Family, Fantasy, Unknown","코미디, SF, 애니메이션, 액션, 가족, 판타지, 유럽에서 제작",2019,1시간 47분,,"미국, 캐나다, 덴마크",6.5,79k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Mike Mitchell,34.0,0 DAYS,26 DAYS,428 DAYS,The Lego Movie 2: The Second Part,movie,"Action, Adventure, Animation",2019.0,tt3513498,6.5,78978.0,"BA, BG, CZ, DK, FI, HR, HU, JP, KR, MD, ME, MK, NO, PL, RO, RS, SE, SI, SK"
beauty-and-the-devoted,MINYEOWA SUNJEONGNAM,Beauty and Mr. Romantic,tv,"Dramas, Family, Romance","드라마, 가족, 로맨스",2024,1시간 9분,15,대한민국,6.9,106,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Hong Seok-ku,7.0,1 DAYS,6 DAYS,210 DAYS,Beauty and Mr. Romantic,tv,"Drama, Family, Romance",2024.0,tt29846355,6.9,106.0,"AE, AL, AR, AT, AZ, BA, BB, BG, BH, BM, BO, BR, BS, BY, BZ, CH, CL, CO, CR, CU, CY, DE, DO, EC, EE, EG, FR, GB, GF, GI, GT, HN, IE, IQ, IS, IT, JM, JO, KR, KW, LB, LC, LI, LT, LU, LV, MC, ME, MK, MT, MX, NI, OM, PA, PE, PS, PY, QA, RS, SA, SG, SI, SK, SV, TC, TH, TR, TT, UY, VE, YE"
neobeu,너브,Nerve,movie,"Action, Crime, Thriller, Dramas","액션, 범죄, 스릴러, 드라마",2016,1시간 36분,15,"미국, 홍콩",6.5,142k,True,"wavve, FilmBox+, Netflix, Watcha, Netflix basic with Ads","Henry Joost , Ariel Schulman",1.0,8 DAYS,64 DAYS,747 DAYS,Nerve,movie,"Action, Adventure, Crime",2016.0,tt3531824,6.5,142134.0,"AR, BO, BR, BZ, CL, CO, CR, EC, GT, HN, KR, MX, NI, PA, PE, PY, SV, TW, UY, VE"
the-hangover-part-ii,행오버 2,The Hangover Part II,movie,Comedy,코미디,2011,1시간 43분,,미국,6.5,545k,True,"Netflix, wavve, Netflix basic with Ads",Todd Phillips,36.0,0 DAYS,5 DAYS,198 DAYS,The Hangover Part II,movie,Comedy,2011.0,tt1411697,6.5,544824.0,"AD, AT, BA, BE, BG, CA, CH, CZ, DE, ES, HR, HU, JP, KR, LI, LU, MD, ME, MK, PL, PT, RO, RS, SI, SK"
zombieland,좀비랜드,Zombieland,movie,"Comedy, Horror, Action","코미디, 공포, 액션",2009,1시간 29분,15+,미국,7.5,634k,True,"Netflix, wavve, Netflix basic with Ads",Ruben Fleischer,2.0,32 DAYS,114 DAYS,1582 DAYS,Zombieland,movie,"Action, Comedy, Horror",2009.0,tt1156398,7.5,634148.0,"AT, CH, DE, EE, FJ, GB, GG, GI, HK, ID, IE, IN, IT, JP, KR, LI, LT, LU, LV, MC, MT, MY, PH, PK, SG, SM, TH, TW, US"
the-vince-staples-show,빈스 스테이플스 쇼,The Vince Staples Show,tv,"Comedy, Dramas, Music","코미디, 드라마, 음악",2024,23분,15,미국,,,False,"Netflix, Netflix basic with Ads",,22.0,0 DAYS,2 DAYS,8 DAYS,The Vince Staples Show,tv,"Biography, Comedy, Music",2024.0,tt21993130,7.4,2506.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
oseuman-jegugyi-ggum,오스만 제국의 꿈,Rise of Empires: Ottoman,tv,"War, Documentary, Dramas, History, Action","전쟁, 다큐멘터리, 드라마, 역사, 액션",2020,46분,15,미국,8.0,37k,False,"Netflix, Netflix basic with Ads",,2.0,4 DAYS,21 DAYS,720 DAYS,Rise of Empires: Ottoman,tv,"Documentary, Drama, History",2020.0,tt9244578,8.0,37407.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
the-great-indian-kapil-show,카필 샤르마의 위대한 인도 코미디 쇼,The Great Indian Kapil Show,tv,Comedy,코미디,2024,59분,,인도,6.7,34k,False,"Netflix, Netflix basic with Ads",Anukalp Goswami,112.0,0 DAYS,0 DAYS,39 DAYS,The Great Indian Kapil Show,tv,"Comedy, Talk-Show",2024.0,tt30003786,6.7,33918.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
roma,로마,Roma,movie,"Dramas, Unknown","드라마, 유럽에서 제작",2018,2시간 15분,,"영국, 미국",7.7,172k,False,"Netflix, Netflix basic with Ads",Alfonso Cuarón,1.0,8 DAYS,89 DAYS,537 DAYS,Roma,movie,Drama,2018.0,tt6155172,7.7,171942.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
ouija-origin-of-evil,위자: 저주의 시작,Ouija: Origin of Evil,movie,"Horror, Thriller, Dramas","공포, 스릴러, 드라마",2016,1시간 39분,,미국,,,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Mike Flanagan,21.0,0 DAYS,9 DAYS,254 DAYS,Ouija: Origin of Evil,movie,"Drama, Horror, Mystery",2016.0,tt4361050,6.2,77016.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HN, HR, HU, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SI, SK, SM, SN, SV, TC, TD, TN, TR, TT, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
get-him-to-the-greek,컴 백 록스타,Get Him to the Greek,movie,"Comedy, Music","코미디, 음악",2010,1시간 49분,,미국,6.3,187k,True,"Netflix, wavve",Nicholas Stoller,10.0,1 DAYS,12 DAYS,78 DAYS,Get Him to the Greek,movie,"Comedy, Music",2010.0,tt1226229,6.3,186915.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CH, CI, CM, CO, CR, CU, CV, CY, CZ, DK, DO, DZ, EC, EE, EG, FI, FJ, FR, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
the-end-of-the-ing-world,빌어먹을 세상 따위,The End of the F***ing World,tv,"Comedy, Dramas, Crime, Thriller, Romance","코미디, 드라마, 범죄, 스릴러, 로맨스",2017,21분,19,영국,8.0,228k,False,"Netflix, Netflix basic with Ads",,2.0,10 DAYS,86 DAYS,1726 DAYS,The End of the F***ing World,tv,"Adventure, Comedy, Crime",2017.0,tt6257970,8.0,227835.0,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
geugagyeowang,극악여왕,The Queen of Villains,tv,"Dramas, Sport","드라마, 스포츠",2024,1시간 9분,,일본,7.5,478,False,"Netflix, Netflix basic with Ads",,3.0,1 DAYS,4 DAYS,46 DAYS,The Queen of Villains,tv,"Biography, Drama, Sport",2024.0,tt21187072,7.5,478.0,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
the-blacklist,블랙리스트,The Blacklist,tv,"Crime, Dramas, Thriller","범죄, 드라마, 스릴러",2013,43분,15,미국,7.9,284k,True,"Netflix, Netflix basic with Ads, Naver Store",,1.0,78 DAYS,2388 DAYS,3230 DAYS,The Blacklist,tv,"Crime, Drama, Mystery",2013.0,tt2741602,7.9,284334.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GF, GH, GQ, GR, GT, HK, HN, HU, ID, IL, IN, IQ, IS, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
vanderpump-rules,밴더펌프 룰스,Vanderpump Rules,tv,Reality-TV,Reality TV,2013,44분,15+,미국,,,False,"Netflix, Netflix basic with Ads",,47.0,0 DAYS,7 DAYS,426 DAYS,Vanderpump Rules,tv,Reality-TV,2013.0,tt2343157,6.2,4433.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CY, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GT, HK, HN, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LT, LU, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PY, QA, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TN, TR, TT, TW, TZ, UG, UY, VE, YE, ZA, ZM, ZW"
naiteu-tiseu,나이트 티스,Night Teeth,movie,"Fantasy, Horror, Thriller, Action, Crime, Dramas","판타지, 공포, 스릴러, 액션, 범죄, 드라마",2021,1시간 47분,15,"영국, 미국",5.7,22k,False,"Netflix, Netflix basic with Ads",Adam Randall,1.0,2 DAYS,10 DAYS,179 DAYS,Night Teeth,movie,"Action, Crime, Drama",2021.0,tt10763820,5.7,22314.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
ceolyi-simjangeul-gajin-sanai,철의 심장을 가진 남자,The Man with the Iron Heart,movie,"War, Action, History, Thriller, Unknown","전쟁, 액션, 역사, 스릴러, 유럽에서 제작",2017,2시간 0분,,"체코 공화국, 프랑스, 영국, 미국, 벨기에",6.4,19k,True,"Netflix, Watcha, Naver Store",Cédric Jimenez,18.0,0 DAYS,7 DAYS,131 DAYS,The Man with the Iron Heart,movie,"Action, Biography, Thriller",2017.0,tt3296908,6.4,18722.0,KR
point-break-1991,폭풍 속으로,Point Break,movie,"Action, Thriller, Crime","액션, 스릴러, 범죄",1991,2시간 2분,,"미국, 일본",7.3,208k,True,"Netflix, wavve, Netflix basic with Ads",Kathryn Bigelow,9.0,2 DAYS,12 DAYS,627 DAYS,Point Break,movie,"Action, Crime, Thriller",1991.0,tt0102685,7.3,208268.0,KR
hwansaenghaessneunde-je7wangjara-naemamdaero-masuleul-yeonmahabnida,환생했는데 제7왕자라 내맘대로 마술을 연마합니다,I Was Reincarnated as the 7th Prince So I Can Take My Time Perfecting My Magical Ability,tv,"Fantasy, Anime, Sci-Fi","판타지, 애니메이션, SF",2024,23분,15,일본,,,True,"Netflix, Watcha, Netflix basic with Ads, Crunchyroll",,61.0,0 DAYS,1 DAYS,13 DAYS,I Was Reincarnated as the 7th Prince So I Can Take My Time Perfecting My Magical Ability,tv,"Adventure, Animation, Fantasy",2024.0,tt31624309,6.9,1187.0,"HK, ID, IN, JP, KR, MY, PH, PK, SG, TH, TW"
baedeu-gaijeu-ossaghan-haelreowin,배드 가이즈: 오싹한 핼러윈,The Bad Guys: Haunted Heist,movie,"Comedy, Anime, Crime, Family, Action","코미디, 애니메이션, 범죄, 가족, 액션",2024,22분,,미국,5.5,893,False,Netflix,,15.0,0 DAYS,3 DAYS,9 DAYS,The Bad Guys: Haunted Heist,movie,"Action, Adventure, Animation",2024.0,tt33130902,5.5,893.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
the-holdovers,바튼 아카데미,The Holdovers,movie,"Dramas, Comedy","드라마, 코미디",2023,2시간 13분,15,미국,7.9,169k,True,"Netflix, wavve, Netflix basic with Ads",Alexander Payne,1.0,57 DAYS,335 DAYS,377 DAYS,The Holdovers,movie,"Comedy, Drama",2023.0,tt14849194,7.9,169328.0,"AU, BE, KR, NZ"
13ceung,13층,The Thirteenth Floor,movie,"Thriller, Sci-Fi","스릴러, SF",1999,1시간 41분,,"독일, 미국",7.0,79k,True,"Netflix, Watcha, Naver Store",Josef Rusnak,1.0,2 DAYS,9 DAYS,457 DAYS,The Thirteenth Floor,movie,"Mystery, Sci-Fi, Thriller",1999.0,tt0139809,7.0,78525.0,KR
saebiji-byuti,새비지 뷰티,Savage Beauty,tv,Dramas,드라마,2022,50분,19,남아프리카공화국,5.7,683,False,"Netflix, Netflix basic with Ads",,1.0,2 DAYS,5 DAYS,23 DAYS,Savage Beauty,tv,Drama,2022.0,tt19671142,5.7,685.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
aporia-2023,나락,Aporia,movie,"Dramas, Sci-Fi","드라마, SF",2023,1시간 44분,12+,미국,5.6,2k,True,"Netflix, wavve, Netflix basic with Ads",Jared Moshe,2.0,1 DAYS,5 DAYS,121 DAYS,Aporia,movie,"Drama, Sci-Fi",2023.0,tt8511466,5.6,2016.0,KR
kago,카고,Cargo,movie,"Dramas, Thriller, Horror, Sci-Fi","드라마, 스릴러, 공포, SF",2017,1시간 45분,15,"영국, 미국, 호주",6.3,49k,True,"Netflix, wavve","Yolanda Ramke , Ben Howling",2.0,5 DAYS,18 DAYS,401 DAYS,Cargo,movie,"Drama, Horror, Sci-Fi",2017.0,tt3860916,6.3,49270.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
midgo-boneun-seutaendeueob,믿고 보는 스탠드업,Verified Stand-Up,tv,Comedy,코미디,2023,54분,19,미국,4.9,196,False,"Netflix, Netflix basic with Ads",,72.0,0 DAYS,1 DAYS,4 DAYS,Verified Stand-Up,tv,Comedy,2023.0,tt29603735,4.9,196.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
rusipeo,루시퍼,Lucifer,tv,"Sci-Fi, Crime, Dramas, Fantasy","SF, 범죄, 드라마, 판타지",2016,47분,19,미국,8.0,366k,False,"Netflix, Netflix basic with Ads",,1.0,98 DAYS,1737 DAYS,3161 DAYS,Lucifer,tv,"Crime, Drama, Fantasy",2016.0,tt4052886,8.0,365734.0,"AD, AE, AG, AL, AO, AR, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
scoop-0,특종의 탄생,Scoop,movie,Dramas,드라마,2024,1시간 43분,15,영국,6.5,19k,False,"Netflix, Netflix basic with Ads",Philip Martin,1.0,2 DAYS,15 DAYS,185 DAYS,Scoop,tv,"Biography, Crime, Drama",2023.0,tt22297178,7.6,6040.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
gaengdan-dumogi-doeneun-beob,갱단 두목이 되는 법,How to Become a Mob Boss,tv,"Documentary, Crime","다큐멘터리, 범죄",2023,31분,15,미국,,,False,"Netflix, Netflix basic with Ads",Ron Myrick,5.0,1 DAYS,2 DAYS,7 DAYS,How to Become a Mob Boss,tv,"Crime, Documentary",2023.0,tt29541632,6.6,1282.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
tenes,테넷,Tenet,movie,"Action, Thriller, Sci-Fi","액션, 스릴러, SF",2020,2시간 30분,,"영국, 미국",7.3,607k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Christopher Nolan,1.0,142 DAYS,912 DAYS,1536 DAYS,Tenet,movie,"Action, Sci-Fi, Thriller",2020.0,tt6723592,7.3,610315.0,"AD, AU, CH, ES, IN, IT, JP, KR, NZ, PT, SM"
take-me-home-tonight,테이크 미 홈 투나잇,Take Me Home Tonight,movie,"Romance, Comedy, Dramas","로맨스, 코미디, 드라마",2011,1시간 37분,,"미국, 독일",6.3,56k,True,"Netflix, wavve, Netflix basic with Ads",Michael Dowse,5.0,3 DAYS,16 DAYS,70 DAYS,Take Me Home Tonight,movie,"Comedy, Drama, Romance",2011.0,tt0810922,6.3,56071.0,"AD, AE, AG, AL, AO, AR, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
