title_x,title_KO,title_ORG,type_x,genres_x,genres_KO,releaseYear_x,length,ratings,production_countries,imdbAverageRating_x,imdbNumVotes_x,isAvaliableInDifferentPlatform,platforms,director,best_rank,top10_period,top100_period,top1000_period,title_y,type_y,genres_y,releaseYear_y,imdbId,imdbAverageRating_y,imdbNumVotes_y,availableCountries
pacific-rim,퍼시픽 림,Pacific Rim,movie,"Action, Sci-Fi","액션, SF",2013,2시간 11분,,미국,6.9,538k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Guillermo del Toro,5.0,3 DAYS,63 DAYS,1733 DAYS,Pacific Rim,movie,"Action, Adventure, Sci-Fi",2013.0,tt1663662,6.9,538241.0,"AD, ES, FJ, HK, ID, IN, KR, MY, PH, PK, PT, SG, TH, TW"
hyubiyi-haelreowin,휴비의 핼러윈,Hubie Halloween,movie,"Horror, Comedy, Thriller","공포, 코미디, 스릴러",2020,1시간 43분,,미국,5.3,62k,False,"Netflix, Netflix basic with Ads",Steven Brill,1.0,2 DAYS,11 DAYS,168 DAYS,Hubie Halloween,movie,"Comedy, Horror, Mystery",2020.0,tt10682266,5.3,61483.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
eondeoweoldeu-raikanyi-banran,언더월드: 라이칸의 반란,Underworld: Rise of the Lycans,movie,"Fantasy, Action, Thriller","판타지, 액션, 스릴러",2009,1시간 32분,,미국,6.5,170k,True,"Netflix, wavve, Netflix basic with Ads",Patrick Tatopoulos,29.0,0 DAYS,8 DAYS,245 DAYS,Underworld: Rise of the Lycans,movie,"Action, Fantasy, Thriller",2009.0,tt0834001,6.5,169855.0,"AT, CH, DE, FJ, HK, ID, KR, LI, LU, MY, PH, PT, SG, TH, TR, TW"
country-queen,컨트리 퀸,Country Queen,tv,Dramas,드라마,2022,1시간 0분,15,케냐,5.1,295,False,"Netflix, Netflix basic with Ads",,2.0,2 DAYS,5 DAYS,29 DAYS,Country Queen,tv,Drama,2022.0,tt10062046,5.1,295.0,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, GB, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
three-thousand-years-of-longing,3000년의 기다림,Three Thousand Years of Longing,movie,"Dramas, Fantasy, Romance","드라마, 판타지, 로맨스",2022,1시간 48분,15,"영국, 호주, China",6.7,66k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",George Miller,1.0,8 DAYS,67 DAYS,608 DAYS,Three Thousand Years of Longing,movie,"Drama, Fantasy, Romance",2022.0,tt9198364,6.7,65802.0,"AU, FJ, KR, NZ, TH"
charlie-and-the-chocolate-factory,찰리와 초콜릿 공장,Charlie and the Chocolate Factory,movie,"Family, Fantasy, Action, Comedy","가족, 판타지, 액션, 코미디",2005,1시간 55분,,"영국, 미국",6.7,540k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Tim Burton,1.0,14 DAYS,88 DAYS,1649 DAYS,Charlie and the Chocolate Factory,movie,"Adventure, Comedy, Family",2005.0,tt0367594,6.7,540127.0,"AD, AT, BA, BE, BG, CH, CZ, DE, DK, ES, FI, FJ, FR, GF, HK, HR, HU, ID, IN, JP, KR, LI, LU, MC, MD, ME, MK, MY, NO, PF, PH, PK, PL, PT, RO, RS, SE, SG, SI, SK, TH, TW"
nas-weon-moeo-umeon,낫 원 모어 우먼,Raising Voices,tv,Dramas,드라마,2024,46분,19,스페인,,,False,"Netflix, Netflix basic with Ads",,1.0,5 DAYS,22 DAYS,158 DAYS,Raising Voices,tv,Drama,2024.0,tt22188654,7.2,4602.0,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
reini-dei-in-nyuyog,레이니 데이 인 뉴욕,A Rainy Day in New York,movie,"Comedy, Romance","코미디, 로맨스",2019,1시간 32분,15,미국,6.5,54k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Woody Allen,5.0,1 DAYS,20 DAYS,841 DAYS,A Rainy Day in New York,movie,"Comedy, Romance",2019.0,tt7139936,6.5,53818.0,"AG, AR, BB, BM, BO, BR, BS, BZ, CL, CO, CR, CU, DO, EC, GT, HN, JM, KR, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
jack-reacher-never-go-back,잭 리처: 네버 고 백,Jack Reacher: Never Go Back,movie,"Thriller, Action, Crime, Dramas","스릴러, 액션, 범죄, 드라마",2016,1시간 58분,15,"China, 미국",6.2,181k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Edward Zwick,1.0,12 DAYS,116 DAYS,951 DAYS,Jack Reacher: Never Go Back,movie,"Action, Crime, Drama",2016.0,tt3393786,6.2,181176.0,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TZ, UG, US, UY, VE, YE, ZA, ZM, ZW"
pera-palraseuyi-bam,페라 팔라스의 밤,Midnight at the Pera Palace,tv,"Dramas, History","드라마, 역사",2022,43분,15,터키,7.0,12k,False,"Netflix, Netflix basic with Ads",,1.0,3 DAYS,8 DAYS,222 DAYS,Midnight at the Pera Palace,tv,"Drama, History, Mystery",2022.0,tt13317508,7.0,11878.0,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
monseuteo-hauseu,몬스터 하우스,Monster House,movie,"Anime, Comedy, Family, Fantasy","애니메이션, 코미디, 가족, 판타지",2006,1시간 26분,,미국,6.7,143k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Gil Kenan,18.0,0 DAYS,5 DAYS,229 DAYS,Monster House,movie,"Animation, Comedy, Family",2006.0,tt0385880,6.7,143327.0,"AD, AG, AR, AU, BB, BM, BO, BR, BS, BZ, CA, CH, CL, CO, CR, CU, CY, DO, EC, FJ, FR, GF, GR, GT, HK, HN, ID, IL, IN, IT, JM, JP, KR, LC, MA, MC, MT, MU, MX, MY, NI, NZ, PA, PE, PF, PH, PK, PY, SG, SM, SV, TC, TH, TN, TR, TT, TW, UY, VE"
spotlight,스포트라이트,Spotlight,movie,"Crime, Dramas, History","범죄, 드라마, 역사",2015,2시간 9분,15,미국,8.1,510k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Tom McCarthy,1.0,18 DAYS,334 DAYS,2774 DAYS,Spotlight,movie,"Biography, Crime, Drama",2015.0,tt1895587,8.1,509493.0,"BG, CZ, HU, IS, KR, PH, PL, RO, SK, TR"
narcos,나르코스,Narcos,tv,"Crime, Dramas, Thriller","범죄, 드라마, 스릴러",2015,52분,19,미국,8.7,483k,False,"Netflix, Netflix basic with Ads",,1.0,17 DAYS,564 DAYS,2900 DAYS,Narcos,tv,"Biography, Crime, Drama",2015.0,tt2707408,8.7,483257.0,"AD, AE, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
how-to-train-your-dragon-2,드래곤 길들이기 2,How to Train Your Dragon 2,movie,"Anime, Fantasy, Action, Comedy, Family","애니메이션, 판타지, 액션, 코미디, 가족",2014,1시간 42분,,미국,7.8,372k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Dean DeBlois,2.0,1 DAYS,85 DAYS,1104 DAYS,How to Train Your Dragon 2,movie,"Action, Adventure, Animation",2014.0,tt1646971,7.8,371723.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW"
abeojiyi-se-ddaldeul,아버지의 세 딸들,His Three Daughters,movie,"Dramas, Comedy","드라마, 코미디",2024,1시간 41분,,미국,7.2,11k,False,"Netflix, Netflix basic with Ads",Azazel Jacobs,3.0,6 DAYS,12 DAYS,62 DAYS,His Three Daughters,movie,Drama,2023.0,tt28491891,7.2,10662.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
peuraegceodeu,프랙처드,Fractured,movie,"Thriller, Dramas","스릴러, 드라마",2019,1시간 41분,,미국,6.5,98k,False,"Netflix, Netflix basic with Ads",Brad Anderson,2.0,7 DAYS,27 DAYS,289 DAYS,Fractured,movie,"Drama, Mystery, Thriller",2019.0,tt4332232,6.5,98030.0,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW"
baedeu-mamseu-keuriseumaseu,배드 맘스 크리스마스,A Bad Moms Christmas,movie,Comedy,코미디,2017,1시간 44분,,미국,5.6,58k,False,"Netflix, Netflix basic with Ads","Scott Moore , Jon Lucas",24.0,0 DAYS,10 DAYS,326 DAYS,A Bad Moms Christmas,movie,Comedy,2017.0,tt6359956,5.6,58471.0,"AG, AR, AT, BB, BM, BO, BR, BS, BZ, CA, CH, CL, CO, CR, CU, DE, DO, EC, GT, HN, IT, JM, JP, KR, LC, MX, NI, PA, PE, PH, PY, SM, SV, TC, TT, US, UY, VE"
grown-ups,다 큰 녀석들,Grown Ups,movie,"Comedy, Unknown","코미디, 유럽에서 제작",2010,1시간 42분,15,미국,6.0,286k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Dennis Dugan,41.0,0 DAYS,5 DAYS,163 DAYS,Grown Ups,movie,Comedy,2010.0,tt1375670,6.0,285798.0,"AD, AL, AO, AT, AU, BA, BE, BG, CA, CH, CI, CM, CV, CY, CZ, DE, DK, DZ, EE, FI, FR, GB, GF, GG, GH, GI, GQ, GR, HR, HU, IE, IL, IN, IS, IT, KE, KR, LI, LT, LU, LV, MA, MC, ME, MG, MK, ML, MT, MU, MZ, NE, NG, NL, NO, NZ, PF, PK, RO, RS, SC, SE, SI, SK, SM, SN, TD, TN, TR, TZ, UG, ZA, ZM, ZW"
